tempo,dance_style,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6
148.01401251124005,Salsa,-21.926103424909456,-87.94322141890353,50.34845148630794,-60.27105269365536,-4.364994368122055,-50.22446812578461,92.64915280192406,-26.776810894361372,93.18410426708758,12.507177957626368,-20.558909642454324,-0.2402549607845685,87.02967550114315,0.8748475637504715,0.2912564533879029,0.5467376149362095,0.5373470401340467,0.5378694521992721,0.3584007988224446,0.0116595335151175,0.5852730280061378,0.1082904834556596,0.7550988329881201,0.2765621346549294,0.347698121980858,8.41839063951396,8.487705606457826,8.563300131889346,2.868460949538544,1.0899443390344166,8.544577429854955,7.319084530363341
179.1555123019488,Ballet,19.07670288574164,37.49826050914592,92.5003596718567,-55.34846616354563,-78.56340073386411,78.13937759341175,30.40139506519509,-16.933635756677504,75.62343808037622,-81.04986949044141,7.120412217501993,-79.05417303788305,75.79535528761642,0.1291484209393089,0.5789629857326306,0.0947670383648925,0.404803930142759,0.0219914757482581,0.8382901181106408,0.6253668871039041,0.1340433376574473,0.3378139063883812,0.1166542138712956,0.2828644712194902,0.013859906703352,3.547777223148075,7.651988588257003,1.0155747617082145,1.936251032792372,3.4672836604519395,2.7702933005072583,3.33380729070801
100.04313878725245,Tango,17.327022626728578,-30.41474033272931,16.94791668956705,-14.121705848624089,94.2856053360622,-82.94380378186816,19.830282710162408,66.85710981222729,-50.58397852373497,-56.89920516406952,46.05569467630147,18.657322064521797,-15.517929237798684,0.8075497547823302,0.1360706935222236,0.1516739071705392,0.4141479655025113,0.5167084805763773,0.4484402252755238,0.2462000226999533,0.2746997134134606,0.8961869150147904,0.0218319730089032,0.699674068239226,0.7629590470614118,2.0199503181235103,8.749543545010495,8.153832202854945,1.1402723757871602,6.565097144884891,6.335310512504215,1.9831251438762156
131.7919733689653,Tango,-19.59087608803911,56.07513624678856,77.78390004241419,18.483308475346178,-82.31964603469646,-11.954760221777022,-98.15928199560037,15.884545139824851,48.10648679169341,24.497251373552277,39.96774984675616,-35.0187105027791,5.255394352367702,0.197010167072394,0.5826087958618253,0.2793389523092174,0.5298834251606587,0.5888812600624732,0.8269932361630974,0.705492206724407,0.8481277262354191,0.1738068800815152,0.7472578567024835,0.7002378657876639,0.7115114053906232,8.287741831581174,2.560719287514733,4.420551578051302,0.6226227879380464,6.054026074608515,8.597694640829177,0.7148750009902627
195.65702494969503,Hip-Hop,31.97779439031248,16.21431215590505,18.71557919989388,94.51101921632925,81.23477962122715,-26.45073607792125,-81.37418962157142,56.15698916202254,45.22146304426431,-47.18147694023862,76.97168900976368,76.45191033768322,22.034987441989244,0.3162096052144187,0.4890532297892368,0.3537962294816945,0.907414306773623,0.0631608142809602,0.7072753460962132,0.4425126498764588,0.6144391172508546,0.7879030637554633,0.0978091598402528,0.7058206809918262,0.3918427091714717,9.31606455187397,4.739047536426675,5.898865514996108,4.82161396448886,2.545069343182388,9.997423438438158,8.728271052600087
149.85556108639122,Hip-Hop,40.77940212698039,-60.59304362761282,71.4139405471009,7.324158104250131,-18.545785403977845,62.75747512739522,84.21936122414795,-5.021343858256529,-80.14511603767689,-89.43065661617445,-2.9974498736685438,-14.759346926592473,1.6310972752860096,0.8300581732042421,0.0529643219973846,0.9084811734483336,0.4640019541406578,0.3752550031620517,0.2236900095427768,0.1684666917539836,0.4049835435224679,0.8589397804879872,0.2360303066857993,0.1820987377651887,0.6458141409534343,8.681357108321194,2.9558196843038176,6.71611534906255,8.232890196480762,3.431500136635651,2.791598863602668,5.554710996329836
95.41377190777118,Salsa,-8.778791931931536,-98.82752009937197,-27.17256025113619,-76.08687664234219,41.86859840803669,-27.86993532254569,23.455846816619054,-51.98328665898688,-97.64492562674268,-42.92524137761797,35.79718511689791,87.97102646165021,-51.45573761378848,0.0255456923489083,0.4471304694788768,0.334452282044511,0.282343834311461,0.6163506770892653,0.0059111768221136,0.5187825429509727,0.0513637042724888,0.3653445358599879,0.0236171392813993,0.4249778811908087,0.1585933789862158,6.113767450460376,3.498343208516219,9.752746092302582,2.2552840733829127,7.180318586359186,8.657995028942207,1.6433213049694395
87.32222740746175,Tango,-16.309731333625592,80.82962438979939,8.35229802590247,-1.5237118141817805,-68.7232814338013,49.23604348065237,-78.00486134347986,-36.211107095032325,50.010255375097614,75.37190755320097,87.78702049662118,79.37670650685791,83.35710284938872,0.0054606704487029,0.9752073343528852,0.0587460750984806,0.8914765006747397,0.8806773542907317,0.3351438571390135,0.0798834818743021,0.4307275113592248,0.0600437348826219,0.0829752405689094,0.240322809077245,0.1047015818074427,1.8252743273929704,6.615827143663854,7.570464726176439,2.101262122764801,5.409996339537857,5.401007638947588,5.4657257575334
76.02153621565319,Salsa,-28.66757969834065,-7.662279983438822,-61.529169144714,-86.4582673428955,-5.955810005702688,45.4598441085268,-45.32235289355637,66.97165087298492,44.589475186194505,-48.50377786127606,-20.0355439643338,-94.51417507087572,-6.28467993107158,0.3256081339860583,0.6125699230469658,0.5701363854592718,0.2021451096162613,0.2734572283858094,0.3215878384077505,0.6604887920799118,0.3935725816535264,0.5589805618221817,0.1024500395393535,0.517770630754881,0.9910149444284604,9.31068686609482,1.1270522775347247,3.6739552512683193,8.44090782589039,0.1694272520869899,7.83008925635241,8.750728176506199
114.44114579666147,Salsa,49.19576134818232,-48.95109839629605,47.28639771507318,-28.62276832812161,77.64965330237163,-27.329149340051288,-5.463014798249802,25.24268495677562,-66.42668123013115,-48.94540596970154,98.73052040827328,-56.79443772542621,-9.79386923568913,0.4763773535099509,0.0138780447979316,0.8654102180833871,0.2175443869199125,0.6697866704912651,0.6170669868856314,0.7951203101617218,0.9991646776449262,0.3168769920864354,0.9459261631061722,0.7068541442669646,0.6545622736533601,7.7752611299280545,6.715330050125413,8.794461753080805,3.0138858639566224,8.905097851683298,7.565552947044237,1.7081876751874403
